installation_date,PV_system_size_DC,total_installed_price,rebate_or_grant,customer_segment,state,zip_code,utility_service_territory,third_party_owned,installer_name,tracking,ground_mounted,azimuth_1,tilt_1,module_manufacturer_1,module_model_1,module_quantity_1,technology_module_1,efficiency_module_1,inverter_manufacturer_1,inverter_model_1,output_capacity_inverter_1,inverter_loading_ratio,battery_rated_capacity_kWh,price_per_watt
14-09-2011,8.88,53118,16480.2,RES_SF,CA,92253,imperial irrigation district,,Driven Electric,0,,180,18,REC Solar,REC240PE2,,Multi-c-Si,0.15133554,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,5.981756757
15-09-2011,13.5,87332.7,26862,RES_SF,CA,92250,imperial irrigation district,,Aet Solar,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,6.469088889
19-09-2011,5.06,36113,9413.8,RES_SF,CA,92273,imperial irrigation district,,Herca Solar,0,,180,18,SunPower,SPR-230E-WHT-D,,Mono-c-Si,0.18487528,SunPower,spr-7000m [240v],7,,,7.136956522
19-09-2011,6.75,44049,13794,RES_SF,CA,92253,imperial irrigation district,,Solar Plus,0,,180,18,SunPower,SPR-225-BLK-U,,Mono-c-Si,0.18085624,SunPower,spr-6000m [240v],6,,,6.525777778
22-09-2011,10.83,45486,22191.4,RES,CA,92274,imperial irrigation district,,Sunvalley Solar Solutions,0,,180,18,Baoding Tianwei Solarfilms,TWSF-aSi-95W-1,,Thin Film,0.066433564,PV Powered,pvp4800,4.8,,,4.2
04-10-2011,4.9,62279,8929.8,RES_SF,CA,92203,imperial irrigation district,,Psr West Coast Builders,0,,180,18,Andalay Solar,ST_175_1_DC0_0_B,,Mono-c-Si,0.13707858,Enphase Energy Inc.,m190-72-240-sxx (-na),0.19,,,12.71
04-10-2011,6.58,52508.4,10067.2,RES_SF,CA,92203,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,SMA America,sb6000us [240v],6,,,7.98
12-10-2011,8.6,58833,17327.2,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,HIT-N215A01,,Mono-c-Si,0.1724138,SMA America,sb8000us [240v],7.6,,,6.841046512
19-10-2011,9.66,77086.8,17811.2,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,270,5,Yingli Energy (China),YL230P-29b,,Multi-c-Si,0.14080197,Fronius USA,ig plus a 10.0 [240v],10,,,7.98
25-10-2011,10.56,50662,19577.8,RES_SF,CA,92253,imperial irrigation district,,Driven Electric,0,,180,18,REC Solar,REC240PE2,,Multi-c-Si,0.15133554,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.797537879
25-10-2011,8.28,66074.4,15488,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL230P-29b,,Multi-c-Si,0.14080197,SMA America,sb7000us [240v],7,,,7.98
27-10-2011,4.7,30391,9002.4,RES_SF,CA,92201,imperial irrigation district,,Sungevity,0,,180,18,Sharp,NU-U235F3,,Mono-c-Si,0.14415763,KACO,blueplanet 5002xi [240v],5,,,6.466170213
27-10-2011,7.425,51225,14374.8,RES_SF,CA,92253,imperial irrigation district,,Wright Building,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SMA America,sb7000us [240v],7,,,6.898989899
03-11-2011,5.28,30513.63,10817.4,RES_SF,CA,92247,imperial irrigation district,,Rec Solar,0,,180,18,REC Solar,REC240PE (BLK),,Multi-c-Si,0.15124331,SMA America,sb5000us [240v],5,,,5.779096591
08-11-2011,6.29,41870,10890,RES_SF,CA,92247,imperial irrigation district,,Sungevity,0,,180,18,Schuco USA,MPE 185 MS 05,,Mono-c-Si,0.14491165,KACO,blueplanet 3502xi [240v],3.5,,,6.656597774
15-11-2011,5.06,52000,8712,RES_SF,CA,92201,imperial irrigation district,,Kent Salveson,0,,180,18,"CSI Solar Co., Ltd.",CS6P-230P,,Multi-c-Si,0.14298894,Xantrex Technology,gt2.8-na-240/208 [240v],2.8,,,10.27667984
15-11-2011,12.84,132830,24853.4,RES_SF,CA,92210,imperial irrigation district,,Kent Salveson,0,,180,18,Solon,Solon Blue 270/09 280,,Multi-c-Si,0.15512465,SMA America,sb8000us [240v],7.6,,,10.34501558
17-11-2011,23.52,115248,29250,RES_SF,CA,92203,imperial irrigation district,,Heating Air Technology,0,,256,8,Yingli Energy (China),YL245P-29b,,Multi-c-Si,0.1499847,Fronius USA,ig plus v 10.0-3 delta [240v],9.995,,,4.9
17-11-2011,9.12,54686,19118,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,180,18,Sharp,NU-Q240F2,,Mono-c-Si,0.15260419,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,5.99627193
17-11-2011,2.585,19128,5009.4,RES_SF,CA,92247,imperial irrigation district,,Swan Solar,0,,180,18,Schuco USA,MPE 235 PS 09,,Multi-c-Si,0.14311048,Schuco USA,sb3000us [240v],3,,,7.399613153
22-11-2011,11.04,55200,22312.4,RES_SF,CA,92253,imperial irrigation district,,United Solar Energy,0,,280,20,Yingli Energy (China),YL230P-29b,,Multi-c-Si,0.14080197,SMA America,sb5000us-11 [240v],5,,,5
01-12-2011,8.296,41920,16262.4,RES_SF,CA,92253,imperial irrigation district,,Solar Solutions,0,,180,18,Samsung SDI,LPC244SM-08,,Mono-c-Si,0.15243712,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,5.053037608
01-12-2011,4.8,25850,8905.6,RES_SF,CA,92203,imperial irrigation district,,Driven Electric,0,,180,18,REC Solar,REC240PE2,,Multi-c-Si,0.15133554,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,5.385416667
07-12-2011,4.8,20886.65,8857.2,RES_SF,CA,92247,imperial irrigation district,,Self,0,,180,18,Sharp,NU-Q240F2,,Mono-c-Si,0.15260419,Fronius USA,ig plus v 7.5 [240v],7.5,,,4.351385417
07-12-2011,11.52,66240,22312.4,RES_SF,CA,92247,imperial irrigation district,,Sea Bright Solar,0,,180,18,SunPower,SPR-320E-WHT-D,,Mono-c-Si,0.19623306,SunPower,spr-6000m [240v],6,,,5.75
14-12-2011,3.84,19392,8131.2,RES_SF,CA,92247,imperial irrigation district,,Renova Energy,0,,180,18,SunPower,SPR-240E-WHT-D,,Mono-c-Si,0.19291332,SunPower,spr-4000m [240v],4,,,5.05
14-12-2011,16.56,107640,35574,RES_SF,CA,92270,imperial irrigation district,,Renova Energy,0,,267,18,SunPower,SPR-230E-WHT-D,,Mono-c-Si,0.18487528,SunPower,spr-8000f [240v],8,,,6.5
14-12-2011,10.5,57200,19481,RES_SF,CA,92247,imperial irrigation district,,Sunvalley Solar Solutions,0,,180,18,China Sunergy (Nanjing),SST250-60M,,Multi-c-Si,0.15397881,SMA America,sb8000us [240v],7.6,,,5.447619048
20-12-2011,11.1,111000,20570,RES_SF,CA,92247,imperial irrigation district,,Kent Salveson,0,,180,18,EcoSolargy,SDM-170/(185)-72M,,Mono-c-Si,0.14491165,SMA America,sb5000us [240v],5,,,10
20-12-2011,10,75000,19335.8,RES,CA,92274,imperial irrigation district,,Tesla,0,,180,18,Grape Solar,GS-S-250-Fab5,,Mono-c-Si,0.12883942,PV Powered,pvp4800,4.8,,,7.5
20-12-2011,10.105,80637.9,18295.2,RES_SF,CA,92270,imperial irrigation district,,Tesla,0,,180,18,Kyocera Solar,KD215GX-LPU,,Multi-c-Si,0.14478114,SMA America,sb6000us [240v],6,,,7.98
04-01-2012,11.04,53640,21925.2,RES_SF,CA,92247,imperial irrigation district,,United Solar Energy,0,,180,18,Yingli Energy (China),YL230P-29b,,Multi-c-Si,0.14080197,Fronius USA,ig plus a 5.0 [240v],5,,,4.858695652
04-01-2012,7.92,47485,13382.6,RES_SF,CA,92211,imperial irrigation district,,Renova Energy,0,,180,18,SunPower,SPR-240E-WHT-D,,Mono-c-Si,0.19291332,SunPower,spr-7000m [240v],7,,,5.995580808
04-01-2012,11.25,84375,22893.2,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,120,20,Grape Solar,GS-S-250-Fab5,,Mono-c-Si,0.12883942,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,7.5
04-01-2012,9.12,60256,19166.4,RES_SF,CA,92201,imperial irrigation district,,Renova Energy,0,,180,18,SunPower,SPR-240E-WHT-D,,Mono-c-Si,0.19291332,SunPower,spr-3000m [240v],3,,,6.607017544
17-01-2012,9.66,69920,19093.8,RES_SF,CA,92276,imperial irrigation district,,Sungevity,0,,180,18,SunPower,SPR-230E-WHT-D,,Mono-c-Si,0.18487528,SMA America,sb4000us [240v],4,,,7.238095238
17-01-2012,10,43057.89,19674.6,RES_SF,CA,92247,imperial irrigation district,,Helio Power,0,,180,18,"CSI Solar Co., Ltd.",CS5P-250M,,Mono-c-Si,0.15253185,SMA America,sb8000us [240v],7.6,,,4.305789
17-01-2012,8.64,54423,16625.4,RES_SF,CA,92201,imperial irrigation district,,Helio Power,0,,180,18,SunPower,SPR-240E-WHT-D,,Mono-c-Si,0.19291332,SunPower,spr-4000m [240v],4,,,6.298958333
17-01-2012,7.2,50900,14810.4,RES_SF,CA,92253,imperial irrigation district,,Solar Distributors,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,7.069444444
19-01-2012,18,73834,36300,RES_SF,CA,92270,imperial irrigation district,,Solar Now,0,,180,18,CSG PVTech,CSG240M2,,Multi-c-Si,0.14752163,Enphase Energy Inc.,m190-72-240-sxx (-na),0.19,,,4.101888889
26-01-2012,3.6,23316.11,6606.6,RES_SF,CA,92201,imperial irrigation district,,Lange Electric,0,,180,18,Ningbo Best Solar Energy Technology,B180(35)P1580X800,,Mono-c-Si,0.14099512,"OutBack Power Technologies, Inc.",gvfx3648,3.037,,,6.476697222
26-01-2012,9.165,55538,15972,RES_SF,CA,92203,imperial irrigation district,,Gse Solar Systems,0,,180,18,Sharp,NU-U235F2,,Mono-c-Si,0.14942494,SMA America,sb8000us [240v],7.6,,,6.05979269
27-01-2012,12.5,81250,24200,RES_SF,CA,92247,imperial irrigation district,1,Tesla,0,,180,18,Grape Solar,GS-S-250-Fab5,,Mono-c-Si,0.12883942,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,6.5
27-01-2012,10.34,82513.2,17859.6,RES_SF,CA,92203,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Fronius USA,ig plus v 10.0 [240v],10,,,7.98
31-01-2012,6.44,48300,12729.2,RES_SF,CA,92251,imperial irrigation district,,Tesla,0,,180,18,"CSI Solar Co., Ltd.",CS6P-230P,,Multi-c-Si,0.14298894,PV Powered,pvp3500,3.5,,,7.5
31-01-2012,6.75,50625,13068,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,24,Grape Solar,GS-S-250-Fab5,,Mono-c-Si,0.12883942,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,7.5
31-01-2012,13,58500,24200,RES_SF,CA,92274,imperial irrigation district,,Solar Solutions,0,,180,18,"CSI Solar Co., Ltd.",CS6P-250M,,Mono-c-Si,0.16141686,Power-One,pvi-5000-outd-us [240v],5,,,4.5
07-02-2012,11.1,116800,21489.6,RES_SF,CA,92201,imperial irrigation district,,Kent Salveson,0,,180,15,EcoSolargy,SDM-170/(185)-72M,,Mono-c-Si,0.14491165,SMA America,sb7000us [240v],7,,,10.52252252
07-02-2012,17.92,111158,36300,RES_SF,CA,92203,imperial irrigation district,,Renova Energy,0,,180,18,SunPower,SPR-320E-WHT-D,,Mono-c-Si,0.19623306,SunPower,spr-8000m [240v],7.6,,,6.203013393
09-02-2012,4.83,38640,9583.2,RES_SF,CA,92201,imperial irrigation district,,United Solar Energy,0,,180,18,"CSI Solar Co., Ltd.",CS6P-230P,,Multi-c-Si,0.14298894,Power-One,pvi-4.2-outd-s-us [240v],4.2,,,8
09-02-2012,11.04,60720,21852.6,RES_SF,CA,92247,imperial irrigation district,,United Solar Energy,0,,180,18,Yingli Energy (China),YL230P-29b,,Multi-c-Si,0.14080197,Fronius USA,ig 5100 neg,5.1,,,5.5
15-02-2012,7.59,60720,15052.4,RES_MF,CA,92210,imperial irrigation district,,Equisolar,0,,180,18,Yingli Energy (China),YL230P-29b,,Multi-c-Si,0.14080197,SMA America,sb7000us [240v],7,,,8
28-02-2012,8.385,43685.85,15875.2,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,180,18,Kyocera Solar,KD215GX-LPU,,Multi-c-Si,0.14478114,Fronius USA,ig plus v 7.5 [240v],7.5,,,5.21
28-02-2012,13.5,95000,27757.4,RES_SF,CA,92247,imperial irrigation district,,Solar Distributors,0,,240,19,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-5000m [240v],5,,,7.037037037
29-02-2012,7.59,60568.2,13261.6,RES_SF,CA,92247,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL230P-29b,,Multi-c-Si,0.14080197,Fronius USA,ig plus a 7.5 [240v],7.5,,,7.98
29-02-2012,7.425,55836,15221.8,RES_SF,CA,92253,imperial irrigation district,,Solar Distributors,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,7.52
29-02-2012,11.28,58768.8,17883.8,RES_SF,CA,92203,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Fronius USA,ig plus v 10.0 [240v],10,,,5.21
29-02-2012,22.8,120175,35816,RES_SF,CA,92247,imperial irrigation district,,Hot Purple Energy,0,,226,18,SunPower,SPR-240E-WHT-D,,Mono-c-Si,0.19291332,SunPower,spr-10001f [240v],9.995,,,5.270833333
14-03-2012,16.64,96904,31000.2,RES_SF,CA,92270,imperial irrigation district,,Herca Solar,0,,180,19,SunPower,SPR-320E-WHT-D,,Mono-c-Si,0.19623306,SunPower,spr-8000m [240v],7.6,,,5.823557692
14-03-2012,9.9,75721,16615.5,RES_SF,CA,92253,imperial irrigation district,,Revco Solar,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-8000m [240v],7.6,,,7.648585859
15-03-2012,13.44,78200,24926,RES_SF,CA,92270,imperial irrigation district,,Herca Solar,0,,265,19,SunPower,SPR-320E-WHT-D,,Mono-c-Si,0.19623306,SunPower,spr-8000m [240v],7.6,,,5.818452381
15-03-2012,6.44,48000,14482,RES_SF,CA,92274,imperial irrigation district,,Heggie Electric,0,,180,28,"CSI Solar Co., Ltd.",CS5P-230M,,Mono-c-Si,0.13531625,SMA America,sb3000us [208v],3,,,7.453416149
15-03-2012,11.52,69300,21489.6,RES_SF,CA,92203,imperial irrigation district,,Herca Solar,0,,180,18,SunPower,SPR-320E-WHT-D,,Mono-c-Si,0.19623306,SunPower,spr 11401f [240v],11.4,,,6.015625
19-03-2012,16.56,95505.19,34364,RES_SF,CA,92243,imperial irrigation district,,L P Daniel Engineers Contractors,0,,180,18,Conergy,Conergy PH 230P,,Multi-c-Si,0.14006558,Fronius USA,ig plus a 10.0 [240v],10,,,5.767221618
22-03-2012,8.64,43275,18150,RES_SF,CA,92201,imperial irrigation district,,Renova Energy,0,,180,18,SunPower,SPR-240E-WHT-D,,Mono-c-Si,0.19291332,SunPower,spr-8000f [240v],8,,,5.008680556
22-03-2012,2.53,17000,5299.8,RES_SF,CA,92253,imperial irrigation district,,Heggie Electric,0,,180,18,"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610P-230,,Multi-c-Si,0.14006558,SMA America,sb3000us [240v],3,,,6.719367589
28-03-2012,10.34,80960,20207,RES_SF,CA,92203,imperial irrigation district,,United Solar Energy,0,,180,18,Sharp,ND-Q235Q2,,Multi-c-Si,0.14942494,Power-One,pvi-4.6-1-outd-x-us-y [240v],4.6,,,7.829787234
11-04-2012,9.87,51422.7,16281.1,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Fronius USA,ig plus v 10.0 [240v],10,,,5.21
11-04-2012,11,62481,18851.8,RES_SF,CA,92247,imperial irrigation district,,Precis Solar,0,,180,18,"Phono Solar Technology Co., Ltd.",PS250M-20/U,,Mono-c-Si,0.15366837,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,5.680090909
11-04-2012,11,62481,18851.8,RES_SF,CA,92247,imperial irrigation district,,Precis Solar,0,,180,18,"Phono Solar Technology Co., Ltd.",PS250M-20/U,,Mono-c-Si,0.15366837,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,5.680090909
11-04-2012,9.4,73600,17496.6,RES_SF,CA,92201,imperial irrigation district,,B L S Construction,0,,180,18,Sharp,ND-Q235Q2,,Multi-c-Si,0.14942494,SMA America,sb4000us [240v],4,,,7.829787234
12-04-2012,11.25,83375,23135.2,RES_SF,CA,92241,imperial irrigation district,,Solar Distributors,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-10001f [240v],9.995,,,7.411111111
12-04-2012,4.32,20245.73,8445.8,RES_MF,CA,92211,imperial irrigation district,,Solar Home,0,,180,18,"Phono Solar Technology Co., Ltd.",PS240P-20/U,,Multi-c-Si,0.14752163,Fronius USA,ig plus v 3.8 [240v],3.8,,,4.686511574
19-04-2012,11,62481,18851.8,RES_SF,CA,92253,imperial irrigation district,,Precis Solar,0,,180,18,"Phono Solar Technology Co., Ltd.",PS250M-20/U,,Mono-c-Si,0.15366837,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,5.680090909
01-05-2012,14.72,94500,26752,RES_SF,CA,92243,imperial irrigation district,,West Coast Solar Socal,0,,180,18,SunPower,SPR-230E-WHT-D,,Mono-c-Si,0.18487528,SunPower,spr-6000m [240v],6,,,6.419836957
01-05-2012,14.72,94500,26752,RES_SF,CA,92243,imperial irrigation district,,West Coast Solar Socal,0,,180,18,SunPower,SPR-230E-WHT-D,,Mono-c-Si,0.18487528,SunPower,spr-6000m [240v],6,,,6.419836957
03-05-2012,11.7,57611,18830.9,RES_SF,CA,92231,imperial irrigation district,,Solare Energy,0,,180,18,American Solar Wholesale,ASW-225P,,Multi-c-Si,0.13774104,SMA America,sb5000us [240v],5,,,4.924017094
04-05-2012,13.5,91000,27781.6,RES_SF,CA,92203,imperial irrigation district,,Solar Distributors,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-4000m [240v],4,,,6.740740741
08-05-2012,10.34,53871.4,16093,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Fronius USA,ig plus v 10.0 [240v],10,,,5.21
08-05-2012,3.36,17505.6,5329.5,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL240P-29b,,Multi-c-Si,0.14692378,Power-One,pvi-3.0-outd-s-us [240v],3,,,5.21
08-05-2012,3.33,23000,6122.6,RES_SF,CA,92203,imperial irrigation district,,Sunup Energy Solutions,0,,180,18,Schuco USA,MPE 185 MS 05,,Mono-c-Si,0.14491165,SMA America,sb3000us [240v],3,,,6.906906907
10-05-2012,13.5,59265,22572,RES_SF,CA,92253,imperial irrigation district,,Driven Electric,0,,180,18,Siliken Canada,SLK60P6L SLV/WHT 250Wp,,Multi-c-Si,0.15397881,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,4.39
10-05-2012,7.755,40403.55,12602.7,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Power-One,pvi-4.2-outd-s-us [240v],4.2,,,5.21
10-05-2012,7.2,45338,13062.5,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,180,18,SunPower,SPR-240E-WHT-D,,Mono-c-Si,0.19291332,SunPower,spr-7000m [240v],7,,,6.296944444
16-05-2012,12.22,63666.2,18998.1,RES_SF,CA,92203,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Fronius USA,ig plus v 11.4 [240v],11.4,,,5.21
16-05-2012,7.74,40325.4,12853.5,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,180,18,Kyocera Solar,KD215GX-LPU,,Multi-c-Si,0.14478114,SMA America,sb7000us [240v],7,,,5.21
16-05-2012,9.87,51422.7,16511,RES_SF,CA,92203,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Fronius USA,ig plus v 10.0 [240v],10,,,5.21
23-05-2012,37.5,138750,31350,RES_SF,CA,92203,imperial irrigation district,,Driven Electric,0,,180,18,Siliken Canada,SLK60P6L SLV/WHT 250Wp,,Multi-c-Si,0.15397881,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,3.7
23-05-2012,11.04,51888,19395.2,RES_SF,CA,92201,imperial irrigation district,,B L S Construction,0,,180,18,Sharp,ND-240QCJ,,Multi-c-Si,0.14722481,SMA America,sb6000us [240v],6,,,4.7
24-05-2012,13.44,78200,24926,RES_SF,CA,92270,imperial irrigation district,,Herca Solar,0,,265,19,SunPower,SPR-320E-WHT-D,,Mono-c-Si,0.19623306,SunPower,spr-8000m [240v],7.6,,,5.818452381
29-05-2012,13.5,91000,27781.6,RES_SF,CA,92203,imperial irrigation district,,Solar Distributors,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-4000m [240v],4,,,6.740740741
13-06-2012,6.44,29640,8234.6,RES_SF,CA,92203,imperial irrigation district,,Sungevity,0,,180,18,SMX Capital,SMX230P,,Multi-c-Si,0.1413749,SMA America,sb4000us [240v],4,,,4.602484472
13-06-2012,4,20000,6437.2,RES_SF,CA,92203,imperial irrigation district,,Sitko Construction,0,,180,18,"CSI Solar Co., Ltd.",CS6P-250M,,Mono-c-Si,0.16141686,Power-One,pvi-4.2-outd-s-us [240v],4.2,,,5
19-06-2012,5.64,29384.4,9070.6,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Power-One,pvi-5000-outd-us [240v],5,,,5.21
19-06-2012,10.105,80637.9,18295.2,RES_SF,CA,92270,imperial irrigation district,,Tesla,0,,180,18,Kyocera Solar,KD215GX-LPU,,Multi-c-Si,0.14478114,SMA America,sb6000us [240v],6,,,7.98
21-06-2012,18.4,105984,31350,RES_SF,CA,92276,imperial irrigation district,,Elite Electric,0,,180,18,SunPower,SPR-230E-WHT-D,,Mono-c-Si,0.18487528,SunPower,spr-8000m [240v],7.6,,,5.76
21-06-2012,5.83,29733,2073,RES_SF,CA,92201,imperial irrigation district,,Sunpower,0,,353,20,Kyocera Solar,KU265-6ZPA,,Multi-c-Si,0.16706036,ABB,pvi-5000-outd-us-z-a [240v],5,,,5.1
28-06-2012,9.87,68496.9,16657.3,RES_SF,CA,92201,imperial irrigation district,,Desert Solar,0,,180,18,Sharp,ND-Q235Q2,,Multi-c-Si,0.14942494,SMA America,sb7000us [240v],7,,,6.939908815
28-06-2012,12.6,74891,22781,RES_SF,CA,92253,imperial irrigation district,,Sullivan Solar Power,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,5.943730159
03-07-2012,29.4,154350,52041,RES_MF,CA,92243,imperial irrigation district,,Soorya Unlimited,0,,180,18,"Phono Solar Technology Co., Ltd.",PS245M-20/U,,Mono-c-Si,0.15059501,SMA America,sb7000us [208v],7,,,5.25
03-07-2012,10.81,56320.1,18162.1,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Power-One,pvi-4.2-outd-s-us [240v],4.2,,,5.21
03-07-2012,10.56,68000,16866.3,RES_SF,CA,92253,imperial irrigation district,,Desert Solar,0,,180,18,Sharp,ND-240QCJ,,Multi-c-Si,0.14722481,Fronius USA,ig plus a 10.0 [240v],10,,,6.439393939
10-07-2012,6.75,47750,13890.8,RES_SF,CA,92276,imperial irrigation district,,Solar Distributors,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,7.074074074
10-07-2012,5.25,42000,11711.23,RES_SF,CA,92201,imperial irrigation district,,Tesla,0,,180,18,Grape Solar,CS-S-175-DJ,,Mono-c-Si,0.13682254,PV Powered,pvp5200,5.2,,,8
24-07-2012,7.2,44975,13167,RES_SF,CA,92201,imperial irrigation district,,Sullivan Solar Power,0,,180,18,SunPower,SPR-225E-BLK-D,,Mono-c-Si,0.18085624,SunPower,spr-7000m [240v],7,,,6.246527778
26-07-2012,7.92,38332,13292.4,RES_SF,CA,92241,imperial irrigation district,,Am Lasalle Electric,0,,180,18,Integrated Power,IPC240P01-US,,Multi-c-Si,0.13381015,SMA America,sb7000us [240v],7,,,4.83989899
31-07-2012,8.385,34500,16649.6,RES_SF,CA,92253,imperial irrigation district,,Desert Power,0,,180,18,Canadian Solar Inc.,CS6P-215PE,,Multi-c-Si,0.13881849,Power-One,pvi-3.6-outd-s-us [240v],3.6,,,4.114490161
31-07-2012,7.095,30000,13334.2,RES_SF,CA,92253,imperial irrigation district,,Desert Power,0,,180,18,Canadian Solar Inc.,CS6P-215PE,,Multi-c-Si,0.13881849,SMA America,sb7000us [240v],7,,,4.22832981
14-08-2012,3.15,25200,5033.6,RES_SF,CA,92253,imperial irrigation district,,Secure Home Improvement,0,,180,18,American Solar Wholesale,ASW-225P,,Multi-c-Si,0.13774104,Enphase Energy Inc.,m190-72-240-sxx (-na),0.19,,,8
14-08-2012,6.84,34200,12331,RES_SF,CA,92253,imperial irrigation district,,Hot Purple Energy,0,,180,18,Schuco USA,MPE 190 MS 05,,Mono-c-Si,0.1533881,Yaskawa Solectria Solar,pvi 6500-240 [240v],6.45,,,5
23-08-2012,10.416,55726,16761.8,RES_SF,CA,92247,imperial irrigation district,,Vintage Electric,0,,180,18,"HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiS-S248MG,,Mono-c-Si,0.15336712,SMA America,sb8000us [240v],7.6,,,5.350038402
17-09-2012,13.77,53019.63,24453,RES_SF,CA,92250,imperial irrigation district,,Tom Watson,0,,180,18,-1,-1,,-1,,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,3.850372549
10-10-2012,13.77,50000,24453,RES_SF,CA,92243,imperial irrigation district,,Tom Watson,0,,180,18,-1,-1,,-1,,Enphase Energy Inc.,m215-60-2ll-s2x,0.215,,,3.631082062
06-12-2012,8.96,40320,14811,RES_SF,CA,92211,imperial irrigation district,,Renova Energy,0,,225,24,SunPower,SPR-320E-WHT-D,,Mono-c-Si,0.19623306,Fronius USA,ig plus a 7.5 [240v],7.5,,,4.5
16-04-2013,4.23,33755.4,7502,RES_SF,CA,92253,imperial irrigation district,,Tesla,0,,180,18,Yingli Energy (China),YL235P-29b,,Multi-c-Si,0.14386287,Fronius USA,ig 4000 neg,4,,,7.98
30-04-2013,8.96,40320,14811,RES_SF,CA,92211,imperial irrigation district,,Renova Energy,0,,225,24,SunPower,SPR-320E-WHT-D,,Mono-c-Si,0.19623306,Fronius USA,ig plus a 7.5 [240v],7.5,,,4.5
07-05-2013,9.604,48020,14709,RES_SF,CA,92253,imperial irrigation district,,Renova Energy,0,,240,20,SunPower,SPR-343J-WHT-D,,Mono-c-Si,0.21033731,SMA America,sb8000us [240v],7.6,,,5
